COURSE_IDNUMBER,USER_USERNAME,USER_COMPLETED,USER_SCORE
https://xapi.percipio.com/xapi/book/65033d59-7d7a-4209-9334-c3026b0f3ba5,student3,1,
https://xapi.percipio.com/xapi/book/c695237c-5e36-488e-a13e-bd5a0fa9be90,student2,1,
https://xapi.percipio.com/xapi/book/c6242120-18a0-11e7-8e30-0242c0a80506,student2,1,
https://xapi.percipio.com/xapi/book/d98436d0-cbd6-11e7-840a-c634f06d16e4,student2,1,
https://xapi.percipio.com/xapi/book/ec0f68aa-d3b8-4f32-acfa-0ce645bf7d85,student2,1,
https://xapi.percipio.com/xapi/channel/e27c4b77-f05f-4781-8e1a-48926005796d,student2,1,
https://xapi.percipio.com/xapi/book/04bd0660-9edc-11e7-8bf2-22ff7d3cd0ad,student2,1,
https://xapi.percipio.com/xapi/book/fd1a4cc0-6785-11e7-b336-72eab6a8b39c,student2,1,
https://xapi.percipio.com/xapi/book/de032a48-4131-4f9a-b214-23314c235b55,student2,1,
https://xapi.percipio.com/xapi/book/ff56e240-9edb-11e7-981c-e6485196e111,student2,1,
https://xapi.percipio.com/xapi/book/04bd0660-9edc-11e7-8bf2-22ff7d3cd0ad,student1,0,
https://xapi.percipio.com/xapi/channel/e27c4b77-f05f-4781-8e1a-48926005796d,student1,1,
https://xapi.percipio.com/xapi/book/ff56e240-9edb-11e7-981c-e6485196e111,student1,1,
https://xapi.percipio.com/xapi/channel/2d55eb60-e252-11e6-91a7-0242c0a80704,psateamadmin,1,
https://xapi.percipio.com/xapi/course/422f2084-9511-4738-9d54-dfc62c17188a,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/be8ce4cf-c842-4251-bfc5-6bfdd081e3ff,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/9f0285c1-1b91-11e7-9f7a-0bd8985e060c,psateamadmin,1,
https://xapi.percipio.com/xapi/course/55e894c2-5af5-4c28-b84a-848cc2a11412,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/3356fb80-e248-11e6-91a7-0242c0a80704,psateamadmin,1,
https://xapi.percipio.com/xapi/lc/e475aba0-c1ad-11e8-a597-755333ec2190,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/edb6cfa7-d47e-49ec-8edd-4b828d7771a1,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/51cb3531-a223-4ef9-8fc4-b488bd73e383,psateamadmin,1,
https://xapi.percipio.com/xapi/lc/17ec6a00-c1ae-11e8-a597-755333ec2190,psateamadmin,0,
https://xapi.percipio.com/xapi/video/f731b7e2-da54-4a37-a6b4-1cb2e11d4f8e,psateamadmin,0,
https://xapi.percipio.com/xapi/course/6b8d4296-a0d6-4943-a990-314da5c4488b,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/909f1e90-a7de-4f64-b0e7-aa59b4af70a5,psateamadmin,1,
https://xapi.percipio.com/xapi/book/003bcf20-c24e-4e55-ab7a-5e60b4b91fc4,student1,1,
https://xapi.percipio.com/xapi/channel/3a13566c-d330-429d-bbbe-896dfd4a983f,student1,1,
https://xapi.percipio.com/xapi/channel/3356fb80-e248-11e6-91a7-0242c0a80704,student1,1,
https://xapi.percipio.com/xapi/book/00747fe0-f3f9-11e6-bb29-0242c0a80506,student1,0,
https://xapi.percipio.com/xapi/channel/51cb3531-a223-4ef9-8fc4-b488bd73e383,student1,1,
https://xapi.percipio.com/xapi/channel/edb6cfa7-d47e-49ec-8edd-4b828d7771a1,student1,1,
https://xapi.percipio.com/xapi/lc/86340de0-a1d9-4861-accb-49309bcb678c,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/8538b4ee-1b7c-4722-9d0d-9c1351c15645,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/3fc38ff0-2046-11e7-baa7-3baba404ceb1,student2,1,
https://xapi.percipio.com/xapi/course/90c5ce91-5039-11e7-867a-028372024997,student2,0,
https://xapi.percipio.com/xapi/course/97bbdf32-3e53-44b9-8ea8-1a8046d51683,student2,0,
https://xapi.percipio.com/xapi/video/9b36bd86-2983-430b-aa0a-18254b25a911,student2,0,
https://xapi.percipio.com/xapi/channel/3356fb80-e248-11e6-91a7-0242c0a80704,student2,1,
https://xapi.percipio.com/xapi/course/a38061e8-0caf-454f-a9de-500d837c8f7e,student2,1,100
https://xapi.percipio.com/xapi/channel/3396ffc2-3c31-4456-8f30-a3d1482ac01d,student2,1,
https://xapi.percipio.com/xapi/course/0b7cccb2-5eb4-4e06-b46d-b6513f961f4e,psateamadmin,1,83
https://xapi.percipio.com/xapi/course/0b7cccb2-5eb4-4e06-b46d-b6513f961f4e,student2,1,71
https://xapi.percipio.com/xapi/course/cc693219-f77b-48fd-8222-c8e8b1b8d525,student1,1,79
https://xapi.percipio.com/xapi/video/c849580d-f716-4cef-9129-ec552135001f,student1,1,
https://xapi.percipio.com/xapi/course/ca868749-f396-4992-9b08-6f0d81274035,student1,1,
https://xapi.percipio.com/xapi/channel/16c5287a-3420-4b47-a5c3-0ddb75f17209,student1,1,
https://xapi.percipio.com/xapi/video/725f2e92-54f7-494c-9443-04cd9a6977ce,student1,1,
https://xapi.percipio.com/xapi/video/1a0b5ea5-d021-4982-8bcd-575b26e4c18f,student1,1,
https://xapi.percipio.com/xapi/course/521ca429-11ff-4ac1-946c-bb79b5d2ef9d,student1,1,
https://xapi.percipio.com/xapi/audiobook/41e32b66-e328-4dab-b50e-53129e150d84,student1,1,
https://xapi.percipio.com/xapi/book/f968e24d-85a3-470d-85bf-ff6126a18b2c,student1,1,
https://xapi.percipio.com/xapi/lc/6b7989c7-b163-4f93-a09d-3752b6ea9607,student1,1,
https://xapi.percipio.com/xapi/channel/ab53ee30-cc61-45f2-a531-10a889fa1493,student1,1,
https://xapi.percipio.com/xapi/book/318e7cc0-c0cb-4e78-bcc4-be88d34527c6,psateamadmin,1,
https://xapi.percipio.com/xapi/book/44e3a8ea-ed9d-4463-937d-5774fbd7e816,psateamadmin,0,
https://xapi.percipio.com/xapi/course/a38061e8-0caf-454f-a9de-500d837c8f7e,psateamadmin,1,100
https://xapi.percipio.com/xapi/course/2346f691-10bb-4f32-aba8-f9557a49c968,psateamadmin,1,100
https://xapi.percipio.com/xapi/channel/8e2d969d-2e87-43eb-bbec-14af0626097c,psateamadmin,1,
https://xapi.percipio.com/xapi/course/6514e9d0-763e-4c7f-a630-55d172e8e32f,psateamadmin,0,
https://xapi.percipio.com/xapi/video/e28dfb89-2c2c-4e80-bf2a-88831bbd56a2,psateamadmin,0,
https://xapi.percipio.com/xapi/lc/3eeb69bb-dac6-4540-b58d-549593034d70,psateamadmin,1,
https://xapi.percipio.com/xapi/course/ca868749-f396-4992-9b08-6f0d81274035,psateamadmin,1,
https://xapi.percipio.com/xapi/video/c849580d-f716-4cef-9129-ec552135001f,psateamadmin,1,
https://xapi.percipio.com/xapi/video/725f2e92-54f7-494c-9443-04cd9a6977ce,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/bfbcd660-e24a-11e6-93f3-0242c0a80605,psateamadmin,1,
https://xapi.percipio.com/xapi/course/453d4831-dc2f-4734-bfc3-86c6629c442d,psateamadmin,1,80
https://xapi.percipio.com/xapi/lc/c028efad-fedc-498e-b826-aa2f633c67c0,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/605224f7-c4b6-45ee-8f61-770ea7b9701b,psateamadmin,1,
https://xapi.percipio.com/xapi/lc/5d9c806b-e199-4c30-bda3-f7f50cafcc7a,psateamadmin,1,
https://xapi.percipio.com/xapi/lc/c202f3a1-bca7-4fad-99fb-0d0a305bdb64,psateamadmin,1,
https://xapi.percipio.com/xapi/lc/823b2e88-12d3-4e14-9065-44fcafb47a06,psateamadmin,1,
https://xapi.percipio.com/xapi/course/021ec820-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,0,68
https://xapi.percipio.com/xapi/video/5c5088b0-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,1,
https://xapi.percipio.com/xapi/book/82854778-606b-4af4-897e-77a19ab5a180,psateamadmin,1,
https://xapi.percipio.com/xapi/book/00a6c51b-a7df-4ba0-aeaa-bde6992dcb8b,psateamadmin,1,
https://xapi.percipio.com/xapi/video/57773b40-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,1,
https://xapi.percipio.com/xapi/video/50fd0f10-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,1,
https://xapi.percipio.com/xapi/video/4b4a2a80-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,1,
https://xapi.percipio.com/xapi/video/443a7510-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,1,
https://xapi.percipio.com/xapi/video/3ea46750-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,1,
https://xapi.percipio.com/xapi/video/385f54e0-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,0,
https://xapi.percipio.com/xapi/video/33addac0-d799-11e8-909f-67a2a4f1d1ea,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/b086cc41-2a94-11e7-9149-6dad704035be,psateamadmin,1,
https://xapi.percipio.com/xapi/course/ca09c6e7-cb77-4804-8954-f3ac9ec7ca16,psateamadmin,0,
https://xapi.percipio.com/xapi/video/5427d94f-3c0e-4f79-86e7-c6c2de07450f,psateamadmin,0,
https://xapi.percipio.com/xapi/video/bf564b5f-3680-4132-9965-6b8f14783b86,psateamadmin,0,
https://xapi.percipio.com/xapi/video/7baba6df-7de1-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/course/7baba6d0-7de1-11e7-9c68-3253b7063610,psateamadmin,0,44
https://xapi.percipio.com/xapi/channel/3fc38ff0-2046-11e7-baa7-3baba404ceb1,psateamadmin,1,
https://xapi.percipio.com/xapi/video/7baba6dd-7de1-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/video/7baba6db-7de1-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/video/7baba6d9-7de1-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/video/7baba6d7-7de1-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/video/7baba6d5-7de1-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/video/7baba6d3-7de1-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/book/e655e370-f276-11e6-ad5d-0242c0a80607,psateamadmin,0,
https://xapi.percipio.com/xapi/channel/797d48af-b8c1-4f5d-8eab-5805d9cfefe8,psateamadmin,1,
https://xapi.percipio.com/xapi/course/731eff94-8ecc-4ca6-8d0b-db9614706811,psateamadmin,0,
https://xapi.percipio.com/xapi/video/3ee21d47-b88b-46a8-9f32-2fadbf409177,psateamadmin,0,
https://xapi.percipio.com/xapi/video/329643b0-9e6a-41d6-9706-4c3182b4978f,psateamadmin,1,
https://xapi.percipio.com/xapi/video/8acc8870-882f-11e7-9c68-3253b7063610,psateamadmin,1,
https://xapi.percipio.com/xapi/channel/98cf0760-882d-11e7-92b6-b7b85be93df4,psateamadmin,1,
https://xapi.percipio.com/xapi/course/580fcb40-882f-11e7-92b6-b7b85be93df4,psateamadmin,0,
https://xapi.percipio.com/xapi/video/8acbec30-882f-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/video/8ac8b7e0-882f-11e7-9c68-3253b7063610,psateamadmin,0,
https://xapi.percipio.com/xapi/video/db899e60-baac-11e7-8eee-1a67cef39ad4,psateamadmin,0,
https://xapi.percipio.com/xapi/course/000f6680-baac-11e7-beb5-77c89fe19038,psateamadmin,0,
https://xapi.percipio.com/xapi/video/db88b400-baac-11e7-8eee-1a67cef39ad4,psateamadmin,0,
https://xapi.percipio.com/xapi/video/db872d60-baac-11e7-8eee-1a67cef39ad4,psateamadmin,1,
https://xapi.percipio.com/xapi/video/db846e40-baac-11e7-8eee-1a67cef39ad4,psateamadmin,1,
https://xapi.percipio.com/xapi/video/db804f90-baac-11e7-8eee-1a67cef39ad4,psateamadmin,1,
https://xapi.percipio.com/xapi/video/db7b6d90-baac-11e7-8eee-1a67cef39ad4,psateamadmin,1,
https://xapi.percipio.com/xapi/course/5626ef91-fea5-11e6-8638-0242c0a80b06,psateamadmin,0,
https://xapi.percipio.com/xapi/course/40fc30cc-5692-4017-828e-732512e599b5,psateamadmin,0,
